Amplitude Máxima_x,Média_x,Fator de Curtose_x,Fator de Crista_x,media_fft_x,Frequência do Pico (FFT)_x,Distorção_x,Amplitude Máxima_y,Média_y,Fator de Curtose_y,media_fft_y,Frequência do Pico (FFT)_y,Distorção_y,Amplitude Máxima_z,Média_z,Fator de Curtose_z,Fator de Crista_z,Frequência do Pico (FFT)_z,Distorção_z,RPM,intensity,faults_misalignment,faults_normal,faults_unbalance
0.06803025539088531,0.0031515833800948257,-0.311562100649287,5.260650354870635,3.334672104923493e-06,520.4,155.7938343243312,0.029462470035115495,-0.0055072535788657315,-0.28300853489666444,5.05588515790017e-07,0.0,94.98789111014408,0.017015336207008205,0.0013419740589097995,-0.7627538494042136,4.411053382012095,239.8,117.75305782793534,300,0.0,0.0,1.0,0.0
0.05646247063951904,0.0031355028024618024,-0.5123548850725168,4.6679892444038495,5.945830092861951e-06,359.8,155.7938343243312,0.028720859124804925,-0.005512469664394239,-0.6975368928672676,3.2948254833186678e-06,0.0,94.98789111014408,0.01621584029698605,0.0013487206082372757,-0.7654076539918027,4.300454094124203,0.0,117.75305782793534,300,0.0,0.0,1.0,0.0
0.06784811608068896,0.0031439698869344633,-0.32286241356545053,5.4685149063366145,1.7119229836233859e-06,480.0,155.7938343243312,0.025300772456507015,-0.005508188639587358,-0.4916237430941037,3.625262083450255e-07,0.0,94.98789111014408,0.016256508603643423,0.0013342238504823922,-0.8526549415781317,4.321963728449743,240.0,117.75305782793534,300,0.0,0.0,1.0,0.0
0.05837367961713523,0.0031400771315125025,-0.33513569138334365,4.7646768285611705,1.4180980360016552e-06,480.20000000000005,155.7938343243312,0.026367846743745187,-0.00551351545322516,-0.2094820717565744,1.653835538290412e-06,0.0,94.98789111014408,0.018402036813318617,0.0013461117651047158,-0.7728102607278657,4.781249494432219,240.0,117.75305782793534,300,0.0,0.0,1.0,0.0
0.06021935605173061,0.003141802271189495,-0.4698949798190091,4.910399866379503,8.688692985841071e-07,640.2,155.7938343243312,0.024773074085828857,-0.005511212494721945,-0.29594237731960593,1.231432247037847e-07,0.0,94.98789111014408,0.019322293761803132,0.001343701863402749,-0.7754863751574805,4.968030174572598,240.20000000000002,117.75305782793534,300,0.0,0.0,1.0,0.0
0.06361401514004311,0.0031455624679293456,-0.3594836467588647,5.407989030980478,1.209956847387139e-06,359.6,155.7938343243312,0.0263934623412027,-0.0055108780390577105,-0.12604905423210822,1.6346019060027271e-06,0.0,94.98789111014408,0.01756729666295708,0.0013278739580765838,-0.8588476187378595,4.945280541687637,240.0,117.75305782793534,300,0.0,0.0,1.0,0.0
0.0603852699425894,0.0031426216071015595,-0.35278120870163665,5.0657963208901275,5.687988393856069e-07,480.0,155.7938343243312,0.031369929029374466,-0.005508704440326597,-0.39561273019123355,1.988269871196438e-06,0.0,94.98789111014408,0.018455222017164645,0.0013361173571622966,-0.77295956329912,4.756728780197273,0.0,117.75305782793534,300,0.0,0.0,1.0,0.0
0.05661187392882778,0.0031376730762163363,-0.3057810111368031,4.828511418163231,2.6237936684884933e-06,360.20000000000005,155.7938343243312,0.0271937538504801,-0.005511749251707373,-0.4372673202493318,2.786146628030796e-06,0.0,94.98789111014408,0.019541293791145612,0.0013383329868232126,-0.6609903661130745,5.0762190989350815,760.0,117.75305782793534,300,0.0,0.0,1.0,0.0
0.06298659400407508,0.003148599605144935,-0.21170612825634727,5.361451216026041,7.402057909740242e-06,520.2,155.7938343243312,0.022422560109801114,-0.005508706945280806,-0.5084617032239271,3.845919519734707e-07,0.0,94.98789111014408,0.01922010645980755,0.001330683471876892,-0.6635485000365495,5.172030444516524,239.60000000000002,117.75305782793534,300,0.0,0.0,1.0,0.0
0.05817171765300001,0.0031403086125181803,-0.38979212318863876,5.092445301481559,6.0543228343424e-07,360.20000000000005,155.7938343243312,0.02971267328770618,-0.0055124356541072245,-0.5341148521854069,2.457362910713599e-06,0.0,94.98789111014408,0.017233376473089406,0.0013362384277091509,-0.5224728599510948,4.549925872577079,239.8,117.75305782793534,300,0.0,0.0,1.0,0.0
